/Users/campbellweaver/Documents/BSI/src/s3_training_data/DET-NSH_0h10m12s-0h10m17s/frames/DET-NSH_10_21_16_18399.png,0.7007449,1.1314839,0.07749418,0.023075055,4.46201,-1.7645991,0.022389455,2.522306,1.0
/Users/campbellweaver/Documents/BSI/src/s3_training_data/PHI-PIT_6m-8m/frames/PHI-PIT_2_20_13_10791.png,0.31933483,0.57206094,-0.30470148,-0.3031812,2.3468058,-0.3786867,0.3879487,1.5076635,1.0
/Users/campbellweaver/Documents/BSI/src/s3_training_data/NYR-BOS_22m12s-22m30s/frames/Rangers_vs_Bruins_Oct_26_2016_40027.png,0.049173184,0.74042386,0.9702223,0.326256,2.5443735,-0.814089,-0.346592,1.3459964,1.0
/Users/campbellweaver/Documents/BSI/src/s3_training_data/PHI-PIT_6m-8m/frames/PHI-PIT_2_20_13_10811.png,0.5082731,0.89508057,-0.53008807,-0.39434513,3.5325458,-0.6926248,0.7514963,2.376945,1.0
/Users/campbellweaver/Documents/BSI/src/s3_training_data/PHI-PIT_6m-8m/frames/PHI-PIT_2_20_13_10817.png,0.6926971,1.2735469,-0.7825719,-0.5318582,5.2409887,-1.096412,1.170838,3.76165,1.0
/Users/campbellweaver/Documents/BSI/src/s3_training_data/NYR-BOS_22m12s-22m30s/frames/Rangers_vs_Bruins_Oct_26_2016_40068.png,0.35549253,0.2207103,0.98164696,0.5174748,1.793234,-0.40495697,0.06993485,0.677572,1.0
/Users/campbellweaver/Documents/BSI/src/s3_training_data/NYR-BOS_22m12s-22m30s/frames/Rangers_vs_Bruins_Oct_26_2016_40066.png,0.71347076,0.9695628,1.0247202,0.8046958,3.1039276,-0.84826237,0.31316975,1.7280912,1.0
/Users/campbellweaver/Documents/BSI/src/s3_training_data/NYR-BOS_22m12s-22m30s/frames/Rangers_vs_Bruins_Oct_26_2016_40036.png,0.28557295,0.645107,0.99346167,0.45715874,2.4146574,-0.7566587,-0.05662639,1.2294624,1.0
/Users/campbellweaver/Documents/BSI/src/s3_training_data/PHI-PIT_6m-8m/frames/PHI-PIT_2_20_13_10933.png,0.7985994,1.5386193,-0.7161685,-0.87981033,6.2183504,-0.67055094,0.73037785,3.815453,1.0
/Users/campbellweaver/Documents/BSI/src/s3_training_data/PHI-PIT_6m-8m/frames/PHI-PIT_2_20_13_10812.png,0.66602653,1.1793232,-0.7190487,-0.43346074,4.766358,-1.0410683,1.2662599,3.2271612,1.0
/Users/campbellweaver/Documents/BSI/src/s3_training_data/PHI-PIT_6m-8m/frames/PHI-PIT_2_20_13_10901.png,0.44512135,0.96348596,-0.55049497,-0.82349205,3.8078668,-0.010061057,0.2581845,2.2229805,1.0
/Users/campbellweaver/Documents/BSI/src/s3_training_data/PHI-PIT_6m-8m/frames/PHI-PIT_2_20_13_10919.png,0.5297629,1.1223048,-0.56041634,-0.8269523,4.5300727,-0.117082626,0.37955567,2.7647226,1.0
/Users/campbellweaver/Documents/BSI/src/s3_training_data/NYR-BOS_22m12s-22m30s/frames/Rangers_vs_Bruins_Oct_26_2016_39963.png,0.4792429,0.5544136,0.6254304,0.36689115,2.7059693,-0.7186193,-0.029508341,1.2312702,1.0
/Users/campbellweaver/Documents/BSI/src/s3_training_data/PHI-PIT_6m-8m/frames/PHI-PIT_2_20_13_10828.png,0.41116363,0.77246267,-0.49760127,-0.61874795,3.0474308,-0.2972165,0.43283057,1.9370952,1.0
/Users/campbellweaver/Documents/BSI/src/s3_training_data/PHI-PIT_6m-8m/frames/PHI-PIT_2_20_13_10884.png,0.6266643,1.3532645,-0.7759323,-0.77789026,5.6766562,-0.43569475,0.726797,3.7288435,1.0
/Users/campbellweaver/Documents/BSI/src/s3_training_data/DET-NSH_0h10m12s-0h10m17s/frames/DET-NSH_10_21_16_18434.png,0.82837117,1.4725157,0.37101924,0.36467353,5.6504707,-2.5226927,-0.08305338,3.3411107,1.0
/Users/campbellweaver/Documents/BSI/src/s3_training_data/PHI-PIT_6m-8m/frames/PHI-PIT_2_20_13_10814.png,0.66602653,1.1793232,-0.7190487,-0.43346074,4.766358,-1.0410683,1.2662599,3.2271612,1.0
/Users/campbellweaver/Documents/BSI/src/s3_training_data/PHI-PIT_6m-8m/frames/PHI-PIT_2_20_13_10823.png,0.5502895,1.0512516,-0.65653205,-0.6086072,4.2382917,-0.67437243,0.62340915,3.0019,1.0
/Users/campbellweaver/Documents/BSI/src/s3_training_data/PHI-PIT_6m-8m/frames/PHI-PIT_2_20_13_10798.png,0.3224748,0.5664139,-0.29826137,-0.31855634,2.329903,-0.3940209,0.36120752,1.4457355,1.0
/Users/campbellweaver/Documents/BSI/src/s3_training_data/DET-NSH_0h10m12s-0h10m17s/frames/DET-NSH_10_21_16_18412.png,0.7069665,1.2539326,0.16854034,0.10432854,4.8392515,-1.9757243,-0.0899817,2.7917101,1.0
/Users/campbellweaver/Documents/BSI/src/s3_training_data/PHI-PIT_6m-8m/frames/PHI-PIT_2_20_13_10800.png,0.40575048,0.7113753,-0.38499805,-0.3170368,2.8443456,-0.5557638,0.6252998,1.8555591,1.0
/Users/campbellweaver/Documents/BSI/src/s3_training_data/NYR-BOS_22m12s-22m30s/frames/Rangers_vs_Bruins_Oct_26_2016_40080.png,0.46832204,0.4429957,0.9788742,0.60620594,2.2512648,-0.4968742,0.13275158,1.0290595,1.0
/Users/campbellweaver/Documents/BSI/src/s3_training_data/PHI-PIT_6m-8m/frames/PHI-PIT_2_20_13_10799.png,0.3659817,0.62943906,-0.33826715,-0.29965833,2.5147061,-0.45721704,0.53047025,1.58107,1.0
/Users/campbellweaver/Documents/BSI/src/s3_training_data/PHI-PIT_6m-8m/frames/PHI-PIT_2_20_13_10827.png,0.4969516,0.9340992,-0.60034543,-0.64065874,3.7412007,-0.49025023,0.6383498,2.484138,1.0
/Users/campbellweaver/Documents/BSI/src/s3_training_data/PHI-PIT_6m-8m/frames/PHI-PIT_2_20_13_10851.png,0.17203537,0.3974396,-0.24434562,-0.60892737,1.4487426,0.24904801,-0.34043083,0.8012949,1.0
/Users/campbellweaver/Documents/BSI/src/s3_training_data/PHI-PIT_6m-8m/frames/PHI-PIT_2_20_13_10803.png,0.39210206,0.67447513,-0.37757885,-0.3450789,2.722494,-0.51983273,0.5680409,1.6621673,1.0
/Users/campbellweaver/Documents/BSI/src/s3_training_data/NYR-BOS_22m12s-22m30s/frames/Rangers_vs_Bruins_Oct_26_2016_39924.png,0.5604062,0.854181,0.23317918,0.06513881,3.362393,-0.8067423,0.017857691,1.7076348,1.0
/Users/campbellweaver/Documents/BSI/src/s3_training_data/NYR-BOS_22m12s-22m30s/frames/Rangers_vs_Bruins_Oct_26_2016_40043.png,0.33473772,0.1307039,0.9810865,0.46373174,1.5871227,-0.43956196,0.07299821,0.54361343,1.0
/Users/campbellweaver/Documents/BSI/src/s3_training_data/PHI-PIT_6m-8m/frames/PHI-PIT_2_20_13_10867.png,0.24429855,0.61702865,-0.34830505,-0.8319199,2.4491198,0.12784842,-0.34005854,1.5415275,1.0
/Users/campbellweaver/Documents/BSI/src/s3_training_data/PHI-PIT_6m-8m/frames/PHI-PIT_2_20_13_10912.png,2.690435,4.881073,-2.8920205,-1.8816226,19.599325,-2.1194327,4.9037504,12.624036,1.0
/Users/campbellweaver/Documents/BSI/src/s3_training_data/PHI-PIT_6m-8m/frames/PHI-PIT_2_20_13_10890.png,0.43214202,0.9334735,-0.5397603,-0.7349535,3.7439466,-0.065917656,0.31915498,2.1965785,1.0
